GrLivArea,GrLivArea^2,SalePrice
2110.0,4452100.0,244000
774.0,599076.0,79000
796.0,633616.0,55000
1707.0,2913849.0,228000
2161.0,4669921.0,325624
1716.0,2944656.0,191000
1362.0,1855044.0,163000
1796.0,3225616.0,211000
1652.0,2729104.0,392500
1482.0,2196324.0,143000
1015.0,1030225.0,88000
1578.0,2490084.0,133000
1086.0,1179396.0,144900
1218.0,1483524.0,91500
860.0,739600.0,137000
1140.0,1299600.0,96500
1502.0,2256004.0,149000
1165.0,1357225.0,174900
1960.0,3841600.0,216500
2031.0,4124961.0,222500
1392.0,1937664.0,161750
1541.0,2374681.0,220000
1327.0,1760929.0,150750
1324.0,1752976.0,128000
1552.0,2408704.0,179900
2810.0,7896100.0,302000
3608.0,13017664.0,475000
1328.0,1763584.0,170000
2519.0,6345361.0,335000
1517.0,2301289.0,115000
1057.0,1117249.0,109000
2132.0,4545424.0,316600
1629.0,2653641.0,270000
1188.0,1411344.0,142000
1464.0,2143296.0,282922
1216.0,1478656.0,164000
1634.0,2669956.0,250000
924.0,853776.0,122900
1060.0,1123600.0,154000
1548.0,2396304.0,155000
438.0,191844.0,60000
747.0,558009.0,80000
892.0,795664.0,100000
1190.0,1416100.0,132500
1394.0,1943236.0,159000
1960.0,3841600.0,124500
848.0,719104.0,131500
1339.0,1792921.0,180000
784.0,614656.0,76000
948.0,898704.0,108000
1178.0,1387684.0,157000
1983.0,3932289.0,225000
1728.0,2985984.0,188000
764.0,583696.0,73000
988.0,976144.0,91000
1224.0,1498176.0,173733
987.0,974169.0,94500
1908.0,3640464.0,210000
1144.0,1308736.0,129000
1032.0,1065024.0,148000
2060.0,4243600.0,211000
1114.0,1240996.0,159000
1724.0,2972176.0,197900
1218.0,1483524.0,118000
841.0,707281.0,82000
1088.0,1183744.0,170000
864.0,746496.0,136500
1826.0,3334276.0,319000
1111.0,1234321.0,101000
912.0,831744.0,147000
2270.0,5152900.0,290000
923.0,851929.0,119500
910.0,828100.0,116000
1040.0,1081600.0,92900
1374.0,1887876.0,105000
2121.0,4498641.0,415298
1959.0,3837681.0,215000
1539.0,2368521.0,141500
1268.0,1607824.0,132000
960.0,921600.0,108500
1097.0,1203409.0,145000
1768.0,3125824.0,163000
1668.0,2782224.0,140000
1392.0,1937664.0,110000
1412.0,1993744.0,132500
1630.0,2656900.0,295493
1241.0,1540081.0,199900
768.0,589824.0,129500
1640.0,2689600.0,224000
1419.0,2013561.0,392000
1200.0,1440000.0,179000
1479.0,2187441.0,184000
1414.0,1999396.0,176500
1344.0,1806336.0,98000
2320.0,5382400.0,169000
788.0,620944.0,100000
1441.0,2076481.0,148500
864.0,746496.0,127500
864.0,746496.0,120500
1776.0,3154176.0,110000
1056.0,1115136.0,142000
904.0,817216.0,61000
1478.0,2184484.0,222000
1605.0,2576025.0,107400
1790.0,3204100.0,193000
1868.0,3489424.0,197500
1218.0,1483524.0,113000
2084.0,4343056.0,385000
1456.0,2119936.0,148500
1256.0,1577536.0,147500
1509.0,2277081.0,183200
2320.0,5382400.0,259500
2624.0,6885376.0,239000
1375.0,1890625.0,141000
1095.0,1199025.0,140000
2200.0,4840000.0,145900
1494.0,2232036.0,221000
1346.0,1811716.0,112000
990.0,980100.0,123600
2358.0,5560164.0,240000
833.0,693889.0,117000
2482.0,6160324.0,281213
2098.0,4401604.0,275500
899.0,808201.0,130000
2324.0,5400976.0,345000
894.0,799236.0,123000
1575.0,2480625.0,179200
848.0,719104.0,141000
1690.0,2856100.0,144000
1475.0,2175625.0,127000
1362.0,1855044.0,194700
1456.0,2119936.0,215000
2462.0,6061444.0,320000
1796.0,3225616.0,140000
1472.0,2166784.0,125000
1604.0,2572816.0,220000
1786.0,3189796.0,228950
1661.0,2758921.0,165500
630.0,396900.0,80000
2020.0,4080400.0,402861
1665.0,2772225.0,227000
1836.0,3370896.0,216837
2372.0,5626384.0,107500
1301.0,1692601.0,100000
1240.0,1537600.0,194000
1244.0,1547536.0,150000
1795.0,3222025.0,230000
1167.0,1361889.0,173000
1578.0,2490084.0,287090
1908.0,3640464.0,202900
1198.0,1435204.0,79900
1976.0,3904576.0,440000
1328.0,1763584.0,107000
1268.0,1607824.0,143500
1250.0,1562500.0,171900
1664.0,2768896.0,100000
1416.0,2005056.0,179900
2291.0,5248681.0,133900
1710.0,2924100.0,240000
616.0,379456.0,89000
1050.0,1102500.0,136500
1252.0,1567504.0,235000
990.0,980100.0,138000
1078.0,1162084.0,142125
2087.0,4355569.0,187500
1429.0,2042041.0,181900
1812.0,3283344.0,140000
1138.0,1295044.0,145000
1484.0,2202256.0,175000
1557.0,2424249.0,234000
1196.0,1430416.0,109900
864.0,746496.0,129900
1056.0,1115136.0,139400
2526.0,6380676.0,290000
1145.0,1311025.0,160200
1092.0,1192464.0,139000
1432.0,2050624.0,132000
1392.0,1937664.0,166000
1456.0,2119936.0,163990
1053.0,1108809.0,145500
3395.0,11526025.0,200000
1287.0,1656369.0,162000
778.0,605284.0,120500
1092.0,1192464.0,88000
747.0,558009.0,79900
1733.0,3003289.0,225000
1646.0,2709316.0,248900
2149.0,4618201.0,239686
1582.0,2502724.0,190000
1742.0,3034564.0,168000
1040.0,1081600.0,132250
912.0,831744.0,114500
2198.0,4831204.0,250000
1680.0,2822400.0,136905
3447.0,11881809.0,381000
1316.0,1731856.0,130000
2601.0,6765201.0,189000
1365.0,1863225.0,125000
1258.0,1582564.0,172500
1574.0,2477476.0,232000
1096.0,1201216.0,138800
987.0,974169.0,100000
1708.0,2917264.0,130000
3493.0,12201049.0,295000
1752.0,3069504.0,164000
2036.0,4145296.0,375000
1344.0,1806336.0,115000
1109.0,1229881.0,139000
1470.0,2160900.0,177000
952.0,906304.0,139000
1680.0,2822400.0,222000
1516.0,2298256.0,167000
1734.0,3006756.0,318000
1502.0,2256004.0,212000
1626.0,2643876.0,173000
1469.0,2157961.0,135000
1550.0,2402500.0,241000
1368.0,1871424.0,202665
2596.0,6739216.0,342643
1339.0,1792921.0,139000
1839.0,3381921.0,221000
2452.0,6012304.0,309000
1509.0,2277081.0,180000
1434.0,2056356.0,189000
1294.0,1674436.0,179200
1680.0,2822400.0,177000
1721.0,2961841.0,201000
864.0,746496.0,111250
1501.0,2253001.0,179400
2337.0,5461569.0,90000
1872.0,3504384.0,241500
1530.0,2340900.0,259000
1484.0,2202256.0,128000
630.0,396900.0,86000
1200.0,1440000.0,125000
2872.0,8248384.0,272000
1445.0,2088025.0,158000
1116.0,1245456.0,160000
2090.0,4368100.0,207500
943.0,889249.0,135960
1608.0,2585664.0,137450
1296.0,1679616.0,90000
840.0,705600.0,87000
1978.0,3912484.0,176000
999.0,998001.0,178400
958.0,917764.0,143750
2727.0,7436529.0,315000
1167.0,1361889.0,144000
1851.0,3426201.0,187000
1252.0,1567504.0,142000
912.0,831744.0,80500
1040.0,1081600.0,152000
1525.0,2325625.0,177000
2452.0,6012304.0,267000
3228.0,10419984.0,430000
1166.0,1359556.0,190000
1846.0,3407716.0,143000
1074.0,1153476.0,153500
2344.0,5494336.0,265000
893.0,797449.0,135000
1493.0,2229049.0,208900
1968.0,3873024.0,269500
1004.0,1008016.0,149000
1456.0,2119936.0,91500
1635.0,2673225.0,210000
1458.0,2125764.0,97500
1224.0,1498176.0,165000
1506.0,2268036.0,213490
2136.0,4562496.0,137900
1416.0,2005056.0,155000
2633.0,6932689.0,466500
1468.0,2155024.0,244600
773.0,597529.0,110000
1302.0,1695204.0,112000
900.0,810000.0,134800
904.0,817216.0,119000
1844.0,3400336.0,223000
1555.0,2418025.0,192500
1297.0,1682209.0,153000
1529.0,2337841.0,98000
1733.0,3003289.0,139600
1710.0,2924100.0,187000
1868.0,3489424.0,178000
1126.0,1267876.0,160000
1102.0,1214404.0,148800
1913.0,3659569.0,177000
1567.0,2455489.0,264561
1050.0,1102500.0,128900
1580.0,2496400.0,235128
1314.0,1726596.0,229456
2792.0,7795264.0,256000
1688.0,2849344.0,200000
1232.0,1517824.0,162500
1229.0,1510441.0,124000
1699.0,2886601.0,95000
936.0,876096.0,93000
1948.0,3794704.0,195000
2224.0,4946176.0,350000
2002.0,4008004.0,145000
1993.0,3972049.0,190000
1861.0,3463321.0,200000
1041.0,1083681.0,124500
986.0,972196.0,102000
1405.0,1974025.0,171750
1226.0,1503076.0,198900
838.0,702244.0,130000
864.0,746496.0,58500
1006.0,1012036.0,80000
1842.0,3392964.0,385000
1710.0,2924100.0,372402
2263.0,5121169.0,258000
2290.0,5244100.0,122500
1100.0,1210000.0,141000
2117.0,4481689.0,237500
960.0,921600.0,112000
1774.0,3147076.0,129900
1082.0,1170724.0,119200
1122.0,1258884.0,147000
1338.0,1790244.0,213500
1756.0,3083536.0,204000
1302.0,1695204.0,158000
951.0,904401.0,106500
987.0,974169.0,83000
1090.0,1188100.0,157000
1604.0,2572816.0,117000
1512.0,2286144.0,168500
1577.0,2486929.0,140200
2167.0,4695889.0,294000
1212.0,1468944.0,151000
969.0,938961.0,122000
1072.0,1149184.0,148000
1518.0,2304324.0,274000
1188.0,1411344.0,157900
1958.0,3833764.0,250000
1069.0,1142761.0,140000
1788.0,3196944.0,236500
2414.0,5827396.0,160000
720.0,518400.0,72500
1261.0,1590121.0,163000
875.0,765625.0,105000
672.0,451584.0,108000
980.0,960400.0,127500
1214.0,1473796.0,105000
1486.0,2208196.0,167000
1660.0,2755600.0,188700
1217.0,1481089.0,173000
1564.0,2446096.0,174500
1490.0,2220100.0,184000
3194.0,10201636.0,359100
1501.0,2253001.0,204000
1320.0,1742400.0,162000
2612.0,6822544.0,336000
3112.0,9684544.0,235000
2230.0,4972900.0,118500
2022.0,4088484.0,192000
2263.0,5121169.0,235000
1632.0,2663424.0,176500
1288.0,1658944.0,245500
1080.0,1166400.0,136000
1700.0,2890000.0,200000
1310.0,1716100.0,112000
1067.0,1138489.0,128000
1928.0,3717184.0,137000
2784.0,7750656.0,250000
2097.0,4397409.0,274300
816.0,665856.0,120500
1953.0,3814209.0,240000
1659.0,2752281.0,278000
1779.0,3164841.0,170000
1248.0,1557504.0,167240
1929.0,3721041.0,226000
1262.0,1592644.0,181500
2696.0,7268416.0,383970
894.0,799236.0,138500
1912.0,3655744.0,163000
965.0,931225.0,119900
1824.0,3326976.0,139000
1787.0,3193369.0,275000
1440.0,2073600.0,118000
1252.0,1567504.0,119000
1987.0,3948169.0,301500
1181.0,1394761.0,137500
1792.0,3211264.0,186500
864.0,746496.0,99900
1128.0,1272384.0,155000
1959.0,3837681.0,270000
1839.0,3381921.0,155000
904.0,817216.0,109900
1040.0,1081600.0,150500
918.0,842724.0,99500
1520.0,2310400.0,153000
1411.0,1990921.0,82500
2058.0,4235364.0,129500
2201.0,4844401.0,274970
1656.0,2742336.0,165400
1494.0,2232036.0,215000
1564.0,2446096.0,171000
981.0,962361.0,143250
1502.0,2256004.0,165000
1092.0,1192464.0,141000
1520.0,2310400.0,159434
1320.0,1742400.0,164500
1836.0,3370896.0,280000
1889.0,3568321.0,122000
1130.0,1276900.0,120000
2398.0,5750404.0,315750
